v1000_1,v1000_2,v1000_3,v10000_1,v10000_2,v10000_3,v50000_1,v50000_2,v50000_3,v60000_1,v60000_2,v60000_3
,,,,,,49759,88022,89768,57443,65310,6217
,,,,,,32723,55864,76827,48411,12783,10541
,,,,,,20597,54596,5941,81316,5325,75325
,,,,,,70582,69643,94046,61166,84268,58556
,,,,,,31858,71140,7980,58648,77714,89435
,,,,,,88367,38907,20693,52659,52365,79328
,,,,,,78453,89847,48757,14459,67872,90512
,,,,,,5041,76215,92474,57888,18520,5413
,,,,,,91727,45034,36682,3044,69402,53026
,,,,,,88793,28482,4339,45556,50616,53721
,,,,,,19018,62339,89665,55202,47359,35334
,,,,,,817,35571,42191,53720,33741,86842
,,,,,,22372,61671,49918,5749,68187,45819
,,,,,,868,48519,69694,781,41244,5696
,,,,,,8688,8501,20826,98163,57905,34612
,,,,,,51177,33607,45711,59532,52043,40978
,,,,,,41340,6065,81282,54312,76864,44079
,,,,,,84063,77126,2301,90514,79642,36455
,,,,,,2761,43186,4099,30213,57441,2759
,,,,,,5943,92180,17132,11299,65226,84134
,,,,,,80472,93985,59470,25737,58441,55707
,,,,,,64063,35557,50971,66831,65906,54666
,,,,,,99489,30087,30105,65173,54594,36285
,,,,,,12685,52864,22741,47746,97883,2627
,,,,,,95098,34855,84813,51174,39488,79615
,,,,,,98300,80424,69860,2687,94544,87902
,,,,,,65065,93261,87802,99661,6815,43591
,,,,,,747,50571,99860,52021,59194,49818
,,,,,,58356,62486,7980,18246,83378,50431
,,,,,,32310,94786,92294,48484,22460,22448
,,,,,,388,3440,79165,42818,22630,65339
,,,,,,10635,15020,84007,10694,53115,75824
,,,,,,12478,26067,58093,71789,32542,11060
,,,,,,76204,26760,20069,47276,62288,15338
,,,,,,48363,27527,36714,88868,98387,64628
,,,,,,48093,18526,74136,34082,68204,65040
,,,,,,24177,95345,16499,38189,59563,94310
,,,,,,71022,62690,61741,87298,51281,64468
,,,,,,71902,66417,46947,6857,73240,12336
,,,,,,59819,37552,60427,7498,6161,86260
,,,,,,76312,97133,90746,34221,98505,54069
,,,,,,45908,6147,81945,27986,83400,9687
,,,,,,79816,11862,11302,81633,26581,85598
,,,,,,86585,42250,69976,12350,170,68414
,,,,,,17978,57965,24293,62021,57500,69764
,,,,,,89955,61567,78940,2721,4801,60181
,,,,,,29610,7038,36539,45847,98107,50111
,,,,,,64106,96294,76555,46780,10741,59239
,,,,,,36863,87156,55,17959,36358,60687
,,,,,,25185,31411,67662,3350,71755,80638
,,,,,,18547,80166,70398,40252,61821,9316
,,,,,,41244,97644,28860,5910,84882,96469
,,,,,,93508,60521,36071,3904,82596,73606
,,,,,,29253,12443,17519,47085,56245,73242
,,,,,,89486,53093,12862,30441,46863,86867
,,,,,,44654,82705,96043,91096,11573,97339
,,,,,,89700,75771,76671,43164,42955,8053
,,,,,,57685,21810,58228,51671,55010,10285
,,,,,,67340,12314,80698,57425,78399,47390
,,,,,,92964,35344,97247,28153,34894,65820
,,,,,,85343,79799,54906,20650,741,91489
,,,,,,2800,39373,26214,18705,84721,52425
,,,,,,81167,94848,21915,79115,56709,75090
,,,,,,26083,53281,5728,93238,95991,70292
,,,,,,69446,58324,15763,15815,56092,11157
,,,,,,32608,16906,57464,97124,67263,83944
,,,,,,69281,56831,94989,80033,80858,77517
,,,,,,42385,78086,22785,8587,99178,93960
,,,,,,51694,47821,7784,90140,8801,21403
,,,,,,33831,74591,8926,41752,24026,93245
,,,,,,56001,14938,63251,26748,89499,73490
,,,,,,12388,56962,39652,52876,59293,40620
,,,,,,11995,4353,79837,81491,87492,86218
,,,,,,56396,86311,83066,58435,44263,4607
,,,,,,27345,40702,51982,65441,88645,1479
,,,,,,49417,33376,80903,4101,78501,34799
,,,,,,3953,96478,22032,37774,30845,77198
,,,,,,30706,34456,56607,47485,95891,56151
,,,,,,43539,42152,14156,7878,56628,340
,,,,,,78331,31637,95700,50424,37053,16240
,,,,,,79407,74772,31282,34587,30989,17201
,,,,,,17138,93166,99474,65643,81319,74977
,,,,,,61096,60030,36676,77135,19371,48419
,,,,,,71037,65184,50067,23055,98424,15167
,,,,,,55339,15449,18232,3703,3305,22654
,,,,,,44304,10741,90697,27425,58527,70807
,,,,,,3553,73461,34922,5858,75783,62908
,,,,,,90329,68075,50762,34457,81596,99084
,,,,,,69480,9533,12224,76010,79758,33169
,,,,,,26624,87716,46615,489,94494,49306
,,,,,,84729,80153,18650,27042,67667,77035
,,,,,,12248,1882,96330,25280,90998,26925
,,,,,,87957,46833,56020,21932,33975,51444
,,,,,,85530,90059,65323,13808,77105,97789
,,,,,,96435,97592,18640,80667,39663,48660
,,,,,,15969,54727,57757,31042,79280,12504
,,,,,,87909,15786,49444,34644,56774,82666
,,,,,,1945,76631,49206,87489,95625,56339
,,,,,,11401,15028,24535,73876,65174,9348
,,,,,,52638,48346,43142,37268,49491,24691
,,,,,,81993,88445,2640,26092,22007,64761
,,,,,,90744,98022,93818,44665,34368,33200
,,,,,,62108,61593,34472,5709,49763,9966
,,,,,,31174,87744,96588,82877,58572,29113
,,,,,,21045,54373,65326,61181,59855,33550
,,,,,,99860,49326,80264,16153,53349,33079
,,,,,,97232,24733,56319,40236,7443,14555
,,,,,,51986,64625,18148,94908,8580,82783
,,,,,,38623,90463,75690,88509,65081,48642
,,,,,,71391,88244,33073,47140,44248,39782
,,,,,,12422,34172,45273,39829,88811,58930
,,,,,,74264,73977,35447,54149,91386,1704
,,,,,,68491,41147,47204,5989,42794,16847
,,,,,,55061,1932,10871,81792,35642,20890
,,,,,,69246,12859,94027,28051,49300,14020
,,,,,,99817,7374,22244,46006,91967,66538
,,,,,,52337,87543,66246,69603,10112,36345
,,,,,,61424,17910,89520,59600,3112,76572
,,,,,,44238,56902,6599,73653,8831,23198
,,,,,,32519,75989,5532,80186,23483,84701
,,,,,,29828,89797,11542,74386,25955,99045
,,,,,,64742,28994,52979,37075,15239,22325
,,,,,,46311,94760,77922,33132,43429,50288
,,,,,,3998,93193,6634,4793,96818,91413
,,,,,,68373,88110,29631,59804,38333,73568
,,,,,,73578,78617,31058,38188,14390,69442
,,,,,,19973,20591,13908,42206,51330,20288
,,,,,,28410,17943,77294,69968,31193,76196
,,,,,,32098,8417,34348,47658,78556,62556
,,,,,,40811,2087,73590,42461,5778,56587
,,,,,,89537,81507,3184,34347,71348,68358
,,,,,,89600,56362,2523,10092,13348,7135
,,,,,,26387,31849,46846,17467,20345,42011
,,,,,,82440,82186,8614,13816,52397,5792
,,,,,,1210,87,89995,4895,23192,5062
,,,,,,59945,87103,99088,87841,27232,88753
,,,,,,34586,87962,74763,69877,68292,73681
,,,,,,90470,68202,22193,79604,93582,11329
,,,,,,19982,24248,53988,42393,11699,86157
,,,,,,40544,90104,54533,9340,35547,3465
,,,,,,65431,58863,53973,55274,49761,17416
,,,,,,62050,42535,8,26850,91053,28500
,,,,,,87612,44378,52546,53332,85673,36339
,,,,,,54608,97457,96653,22558,19181,86166
,,,,,,14027,40081,83117,77277,80395,91053
,,,,,,48253,73559,87151,63874,53613,26635
,,,,,,17788,37851,97716,87585,65475,14647
,,,,,,95331,92187,37742,77495,22308,73182
,,,,,,19027,13598,21145,61263,94479,92496
,,,,,,5961,72472,91228,10333,78122,55000
,,,,,,25681,32797,24494,13279,54325,13500
,,,,,,31354,78360,21770,14742,52558,48742
,,,,,,27452,31427,33128,95340,76458,12605
,,,,,,62292,25911,7500,66075,29196,80203
,,,,,,26770,83564,87307,71286,42433,87987
,,,,,,48224,71658,69188,61277,34000,527
,,,,,,35026,62308,31490,42881,87898,14769
,,,,,,45478,45567,82522,37556,33802,76678
,,,,,,81582,53902,15439,59289,93878,64611
,,,,,,60271,93246,16611,30264,6460,94485
,,,,,,9253,18212,30763,84605,17611,48509
,,,,,,85169,15812,89755,52848,23840,71773
,,,,,,3505,56525,96582,18928,99087,41121
,,,,,,3023,22681,50941,75646,68529,94709
,,,,,,10464,45462,6170,33808,77077,45922
,,,,,,53239,8568,91029,32759,18868,55641
,,,,,,8714,55057,76989,32351,89,54743
,,,,,,4787,62493,81189,29355,43010,73495
,,,,,,25234,47818,87793,37684,19865,30538
,,,,,,67943,64316,54466,742,447,51604
,,,,,,6771,21186,32026,66952,38749,54847
,,,,,,91215,4532,56124,7391,16764,60983
,,,,,,86521,58691,14572,57281,50071,23225
,,,,,,66308,15176,96921,88144,99598,66086
,,,,,,29478,36017,66678,55199,51527,75118
,,,,,,9770,46148,7217,61842,70680,62662
,,,,,,52382,39459,39403,48689,36621,87645
,,,,,,83009,79400,73312,97090,37126,78135
,,,,,,22710,47107,54737,25303,4329,43511
,,,,,,99042,23836,11326,35130,3608,69420
,,,,,,2687,28261,81883,24333,21607,29415
,,,,,,33047,75307,92615,4296,56842,74932
,,,,,,45035,8305,35571,44305,96895,73408
,,,,,,64795,97044,51674,96466,5395,93046
,,,,,,15651,40479,40378,66614,54061,40583
,,,,,,79642,16780,16583,65418,40548,78699
,,,,,,40829,73554,55172,4447,72100,87427
,,,,,,35264,45691,61086,37054,87792,66001
,,,,,,8825,7761,7435,2280,13181,4175
,,,,,,77070,98785,32079,99798,13117,35785
,,,,,,95520,59051,19816,41188,68155,14834
,,,,,,53911,78726,16581,87124,25,3829
,,,,,,76222,56264,81244,47651,3968,81802
,,,,,,58363,30536,98929,9486,12636,81333
,,,,,,69456,9417,15875,79238,1574,36391
,,,,,,1554,87947,14004,97325,14107,20178
,,,,,,11688,1442,90443,37272,10228,60925
,,,,,,50956,75676,10073,79881,76609,51295
,,,,,,90705,39854,15518,57016,79793,26805
,,,,,,34270,81809,75930,89481,62981,88141
,,,,,,58002,18374,90897,48873,94516,75483
,,,,,,51394,2233,84491,36133,72026,40401
,,,,,,28123,44287,6440,75708,98396,26130
,,,,,,20499,61692,87019,66595,35796,82966
,,,,,,99263,66713,1423,75371,62194,37251
,,,,,,95883,60092,14215,32238,51786,30153
,,,,,,5179,39586,54446,6973,86006,71098
,,,,,,38654,50694,20003,62268,85015,86961
,,,,,,36839,58490,71243,89028,20950,30158
,,,,,,66981,14720,41301,21252,45791,73391
,,,,,,29230,44565,84079,4423,84005,15639
,,,,,,4817,67427,34527,96239,51708,59702
,,,,,,83506,25793,12918,79900,59746,35504
,,,,,,85911,68316,55753,13041,65780,68941
,,,,,,17180,63049,71345,27815,56019,96373
,,,,,,11226,46364,48195,42666,98613,32831
,,,,,,24415,18190,13698,34179,58676,31546
,,,,,,13721,20807,73402,93260,56169,54251
,,,,,,99262,9376,85987,50884,45087,4921
,,,,,,73352,50577,78177,71275,1,48971
,,,,,,63867,83518,52835,21681,35028,59605
,,,,,,16406,30233,41647,36921,95417,61179
,,,,,,95193,12406,28237,17147,55959,28504
,,,,,,30192,96245,66238,86181,36735,89899
,,,,,,84366,43402,40445,57076,25900,74837
,,,,,,70559,76536,18688,79594,58499,82015
,,,,,,7293,85390,26232,42688,14667,6777
,,,,,,92306,30284,1646,30474,54960,44483
,,,,,,26840,58390,62852,76039,11328,69544
,,,,,,20009,96032,72545,10130,78276,35844
,,,,,,33420,31904,54864,34263,49549,14080
,,,,,,32300,51310,32621,56153,11649,41490
,,,,,,79767,26645,58337,8726,76805,66547
,,,,,,27899,98143,72778,39876,80596,21466
,,,,,,45243,23036,50465,52531,95539,64599
,,,,,,48796,24990,57554,61143,99502,8336
,,,,,,68012,37214,43091,7046,78086,22782
,,,,,,843,27125,69679,24878,16525,76698
,,,,,,10229,96716,30990,14003,24940,20303
,,,,,,53472,43818,77401,22543,37133,73116
,,,,,,59774,54288,47632,32052,58840,52330
,,,,,,48844,79110,92895,35152,28464,25395
,,,,,,32588,93686,66890,38001,90180,62302
,,,,,,78858,73660,48896,91129,28481,25680
,,,,,,56087,72087,30782,74684,43234,24888
,,,,,,43562,33822,3718,35580,74283,86944
,,,,,,82819,92957,26249,49424,51995,74435
,,,,,,92999,4447,57112,91958,731,35786
,,,,,,72378,95689,7148,16564,68643,84089
,,,,,,16606,22980,39502,9478,33015,25060
,,,,,,30091,88037,74287,7213,10908,55431
,,,,,,74993,84088,85492,7016,91688,61190
,,,,,,81176,53421,1324,47066,86671,1581
,,,,,,40214,55054,12981,55019,76859,4977
,,,,,,14239,80558,3743,96336,83487,52142
,,,,,,62689,86667,43229,39463,32943,58915
,,,,,,68531,30907,64205,82896,5136,28262
,,,,,,64810,62694,19641,25041,95784,97145
,,,,,,12904,91630,58639,18003,84606,48043
,,,,,,98262,94320,86281,29799,72994,67915
,,,,,,77974,68103,21989,63848,73203,87633
,,,,,,33027,9761,69291,87155,74852,54281
,,,,,,1055,26046,63075,14409,55601,31746
,,,,,,1879,98723,14107,41700,82120,81713
,,,,,,87446,1895,79604,41078,99374,82916
,,,,,,45058,52329,696,40072,57976,41499
,,,,,,51540,31668,94762,30184,71108,43846
,,,,,,50831,9762,39625,18178,90023,99207
,,,,,,76052,45206,92366,13874,69371,9086
,,,,,,4445,87193,6155,84731,80616,48087
,,,,,,71464,25652,30632,74539,50918,80221
,,,,,,97403,67232,5502,733,80738,35495
,,,,,,42404,99925,92848,91077,64352,84351
,,,,,,75051,32963,61228,84974,15200,55520
,,,,,,22129,33896,3724,55825,61848,53749
,,,,,,95738,15989,53218,88343,63846,79270
,,,,,,21152,50622,1625,54876,43394,26273
,,,,,,77289,82202,77599,93580,76146,16533
,,,,,,70825,12350,60219,30673,96986,9306
,,,,,,35377,5026,28526,68312,59161,24186
,,,,,,73151,77339,56177,74035,42494,10176
,,,,,,58876,86273,18329,78899,37672,21221
,,,,,,91702,63331,86420,70875,33879,49206
,,,,,,29686,26208,99578,87437,73504,56409
,,,,,,40951,98405,45834,19864,27809,33420
,,,,,,66562,68952,64325,34741,96753,25094
,,,,,,57171,95886,34217,80891,67299,66009
,,,,,,24511,14755,28658,42383,64047,9843
,,,,,,47891,46530,59002,88865,90270,18530
,,,,,,74964,50530,43794,9051,49716,92137
,,,,,,37939,74339,84912,40354,9655,36626
,,,,,,54673,51405,80723,79002,39296,55387
,,,,,,97217,71442,25681,77577,67016,14205
,,,,,,71770,80325,54868,23023,21505,36350
,,,,,,41405,97170,52528,21537,97691,55008
,,,,,,7698,89224,15315,35236,47665,84513
,,,,,,50816,45373,51884,56131,38775,40413
,,,,,,28490,10161,64653,65228,14647,99411
,,,,,,88415,93290,71218,78880,82066,53932
,,,,,,1761,3442,583,2689,17609,8387
,,,,,,28312,70310,2210,77664,36449,11678
,,,,,,46495,16943,42105,23298,78332,83914
,,,,,,48064,29942,36992,73428,96539,48079
,,,,,,94442,98204,57647,45908,62058,57173
,,,,,,50279,75734,43485,49814,70070,85518
,,,,,,1799,98330,88266,88438,32221,44949
,,,,,,20132,66680,5102,81852,72888,41209
,,,,,,98934,50224,23554,17224,85687,84752
,,,,,,75829,93061,71207,10581,99493,24578
,,,,,,32200,73814,33100,28589,37794,15074
,,,,,,83172,66650,49108,55203,61010,72346
,,,,,,47227,15893,99572,86621,27933,71001
,,,,,,77781,1663,12729,16782,27183,7371
,,,,,,40952,23764,80151,61682,479,41750
,,,,,,69891,55117,22607,92413,43743,61872
,,,,,,6707,59713,4933,6514,14364,1760
,,,,,,3188,5594,91853,39312,62443,97355
,,,,,,39420,69388,61424,56839,96757,79993
,,,,,,43950,37517,5232,12952,83355,19119
,,,,,,84528,3997,81168,91179,96079,17720
,,,,,,74789,64803,92585,63374,73853,96723
,,,,,,43240,19831,39843,56810,81161,88858
,,,,,,32804,75551,1322,2840,48306,23893
,,,,,,41557,25771,66796,41110,85629,79649
,,,,,,99460,60177,24172,67492,60176,65035
,,,,,,41393,93082,41099,35642,31392,22654
,,,,,,20064,95716,95958,72779,69834,76358
,,,,,,93345,14272,41758,20562,47402,62200
,,,,,,60361,55246,61458,45232,6278,7208
,,,,,,6827,19964,25564,86279,12712,22061
,,,,,,21042,56978,7815,87770,885,31186
,,,,,,45434,92401,63688,18747,42946,16019
,,,,,,12960,21738,69711,74384,69754,3967
,,,,,,60275,66413,16148,11040,89924,5512
,,,,,,8833,24776,78664,24380,94161,94520
,,,,,,85862,50013,88408,79532,63616,14387
,,,,,,71025,51082,74775,41882,95665,11327
,,,,,,99326,91479,82508,96901,7918,18107
,,,,,,19225,8449,72644,69186,17155,36427
,,,,,,26348,58653,87339,81828,89230,36534
,,,,,,54963,27663,20541,35135,78413,38540
,,,,,,80742,12052,29829,74133,3795,87446
,,,,,,59925,95135,83849,44772,23582,57666
,,,,,,15340,69583,27845,1724,13690,77252
,,,,,,47622,80138,53053,57998,74611,53362
,,,,,,53271,75310,52374,89846,4816,21955
,,,,,,53975,623,72946,6823,7686,51915
,,,,,,12213,45666,99270,13175,74588,43630
,,,,,,76898,46456,36655,44495,27987,49924
,,,,,,80180,99789,30864,72049,12663,99068
,,,,,,91440,51773,91781,75122,57914,97838
,,,,,,28772,2627,49546,48406,70862,99430
,,,,,,37720,35676,38715,80232,73033,46472
,,,,,,43556,11037,10762,23808,16585,65966
,,,,,,74970,50416,64233,22035,4564,93990
,,,,,,90255,16639,68225,26160,65406,84965
,,,,,,98100,39958,25075,71273,59308,20333
,,,,,,15347,2748,38416,27147,92070,48165
,,,,,,49123,91252,78386,33252,59060,38339
,,,,,,38153,39051,63107,24707,39439,47013
,,,,,,21535,18650,26579,44843,4346,17725
,,,,,,89121,1490,23981,31560,18884,59217
,,,,,,37450,28327,62650,79949,91145,39523
,,,,,,47757,38672,77196,57883,71383,66001
,,,,,,63572,88789,92592,22592,13856,91117
,,,,,,49788,87828,44701,11216,72541,82175
,,,,,,18233,79856,73094,70008,10901,74403
,,,,,,12626,1155,11854,97630,65495,25908
,,,,,,62935,44440,64178,98934,32541,33639
,,,,,,143,68918,69406,43640,41394,33215
,,,,,,46374,82053,2701,94703,53149,76819
,,,,,,60851,82577,40255,14664,79043,23226
,,,,,,35931,97113,14168,48994,68988,77996
,,,,,,21626,41714,18932,60516,3081,29830
,,,,,,69771,13452,57107,5323,83145,4245
,,,,,,20539,68148,26166,11470,61492,14188
,,,,,,26488,83230,47291,77347,14708,84912
,,,,,,62205,8076,76857,74199,44200,15533
,,,,,,33300,6049,2753,16045,52229,55637
,,,,,,85339,7648,65267,76174,89496,28230
,,,,,,28564,3104,45525,2517,11937,40127
,,,,,,27265,62105,45403,28714,22076,55584
,,,,,,22619,109,89142,50965,63686,29725
,,,,,,64019,13108,50061,81691,64567,59768
,,,,,,64556,94370,41151,1271,17047,35117
,,,,,,4012,57059,16116,29897,50132,96933
,,,,,,4840,59308,39222,35222,89868,4684
,,,,,,72680,3593,76039,34935,72308,32273
,,,,,,16699,10574,61844,97244,89926,90206
,,,,,,2030,36609,49303,79603,28605,25921
,,,,,,7258,15532,78830,70642,61474,29715
,,,,,,94280,20479,81736,8757,50155,91018
,,,,,,10088,71034,5357,34500,45865,72781
,,,,,,10553,61871,60569,59411,38907,22492
,,,,,,91509,10999,771,97953,66721,12454
,,,,,,22579,72265,85095,66212,88795,18091
,,,,,,6180,32467,45292,21153,62552,10375
,,,,,,12577,1243,53759,84987,32795,11033
,,,,,,22817,97324,67038,72609,75271,68716
,,,,,,83536,96120,39525,54146,6946,65906
,,,,,,57964,565,43343,23155,40069,92031
,,,,,,32255,49780,36166,56114,44169,69453
,,,,,,60183,9374,66281,93050,14600,37414
,,,,,,27726,6043,18802,7896,73647,53539
,,,,,,74116,93775,1409,28784,85755,66649
,,,,,,95612,96836,3578,28044,36139,83330
,,,,,,61379,90457,2847,25769,87973,14652
,,,,,,44555,21092,10887,74442,67333,40654
,,,,,,66314,12244,60765,38609,38079,21426
,,,,,,90663,69973,87404,67900,12680,84886
,,,,,,21536,49056,26293,25560,4200,41445
,,,,,,17025,20297,73660,66283,56153,48878
,,,,,,48212,82228,19668,44685,84170,99549
,,,,,,67805,69538,62533,14965,49496,52902
,,,,,,41385,21112,31154,39704,22572,62108
,,,,,,13735,21933,63818,72706,96398,67589
,,,,,,64168,32161,764,622,28214,85866
,,,,,,6674,82359,24002,32182,69302,17770
,,,,,,66617,28742,70663,88771,79316,98712
,,,,,,91835,47277,89844,51779,39242,85461
,,,,,,31509,40449,62553,71866,22576,73144
,,,,,,81698,74683,38960,6730,47643,98135
,,,,,,12687,98436,70680,52344,43413,33168
,,,,,,49223,79935,71045,74590,826,93118
,,,,,,12790,29868,13493,57719,75013,16588
,,,,,,24291,66677,528,42120,16685,74953
,,,,,,714,9106,24082,16454,57050,60884
,,,,,,91057,84611,37292,4995,68048,5537
,,,,,,31288,19201,37310,96359,982,36212
,,,,,,80781,84360,30631,88765,17559,51854
,,,,,,29211,94041,39740,71437,56571,25280
,,,,,,60316,20496,80096,50399,59942,93790
,,,,,,34195,77008,6634,52753,82724,24147
,,,,,,53266,83603,78631,65557,74328,59997
,,,,,,41613,92860,67014,55848,3971,32292
,,,,,,80977,97679,93601,88044,71372,29190
,,,,,,78551,61460,75582,9003,99823,22083
,,,,,,53481,25664,90869,7154,88291,793
,,,,,,94174,93066,60370,86736,89904,41997
,,,,,,95941,15142,16129,79495,45084,82208
,,,,,,30268,54798,41998,55839,58816,33980
,,,,,,67636,1259,37986,18686,47675,12782
,,,,,,5798,5366,62329,73088,16335,43835
,,,,,,76371,96267,54941,31922,46861,60279
,,,,,,29270,46887,85788,98060,28313,75254
,,,,,,19879,28757,14275,85882,74335,19882
,,,,,,82089,56582,16079,79974,23878,5944
,,,,,,97545,96822,64624,39252,74856,46381
,,,,,,20231,15897,21049,87889,20067,15885
,,,,,,37737,43108,9660,7089,12313,58856
,,,,,,67359,54150,5013,63870,70959,75862
,,,,,,73876,60326,88753,9835,60783,6873
,,,,,,23116,72532,45954,20890,92964,3922
,,,,,,88728,12559,78659,76579,43095,14510
,,,,,,24206,61368,18553,95434,90573,72466
,,,,,,61119,31356,44140,70253,9034,1982
,,,,,,80691,55718,72847,82255,97804,41481
,,,,,,20020,68675,86824,13202,30056,94993
,,,,,,84395,33952,74641,63753,22412,74269
,,,,,,44214,39372,63466,99050,9112,52893
,,,,,,24586,43286,80467,41415,36662,72225
,,,,,,86336,68355,97791,70481,59439,69947
,,,,,,5604,7298,78057,57453,39200,26479
,,,,,,95364,65258,99309,21922,81960,17826
,,,,,,59894,69599,48296,30896,25086,59517
,,,,,,45049,11984,96854,43961,37100,14254
,,,,,,90160,7798,84238,31921,36867,65248
,,,,,,66342,95016,54984,9190,71492,85055
,,,,,,51491,72202,32340,40673,47130,91539
,,,,,,40251,7403,18950,33198,80441,47877
,,,,,,41742,93454,35137,79886,95898,51657
,,,,,,83451,61426,33093,19306,12161,11556
,,,,,,61469,61652,43218,39175,6648,7755
,,,,,,90281,64069,53578,73939,83586,4351
,,,,,,54820,27556,92879,94921,36706,13080
,,,,,,2219,4429,43641,29868,4756,92192
,,,,,,71001,12733,20520,25835,43769,12923
,,,,,,75599,84032,48276,98059,45077,36255
,,,,,,60184,30630,29271,18172,7045,6710
,,,,,,38616,32403,44008,19826,77116,43072
,,,,,,87186,79244,16762,90865,92336,83539
,,,,,,14126,3156,27045,51156,53100,89919
,,,,,,96553,71027,44935,46477,14050,26662
,,,,,,15016,86101,27187,4062,52910,41127
,,,,,,11258,9247,82775,29097,52257,41046
,,,,,,48971,65854,1448,42744,39499,59222
,,,,,,76606,94194,25747,9751,36232,34683
,,,,,,39326,10200,76938,81445,82863,6498
,,,,,,12793,89921,29223,1233,62196,85472
,,,,,,11876,56159,47280,70200,7699,60819
,,,,,,47199,57366,35922,40074,90611,42121
,,,,,,32455,81701,79797,53441,89898,77373
,,,,,,58099,40797,17229,29881,84825,28498
,,,,,,13861,14321,33305,71352,67159,40502
,,,,,,69298,68197,23387,18033,58182,28346
,,,,,,62703,79228,71973,85785,21289,44425
,,,,,,99238,27651,99844,96601,94809,15334
,,,,,,28527,41480,54631,18630,63333,84462
,,,,,,86781,89527,39964,56010,23661,44171
,,,,,,25458,21150,17223,47534,40864,71742
,,,,,,64719,99658,77399,94059,30846,83651
,,,,,,22562,64279,51084,26228,69662,21254
,,,,,,11277,70627,58126,30981,22670,51485
,,,,,,4746,77965,411,32404,81861,20732
,,,,,,44798,78684,76903,24240,79236,61336
,,,,,,60434,19186,15239,73946,54936,88010
,,,,,,55369,32052,14469,64673,68743,49975
,,,,,,19664,91644,8472,68245,80409,67570
,,,,,,3016,70812,74114,40330,77980,35274
,,,,,,16552,21428,66977,14023,36954,8599
,,,,,,61280,2130,61716,90533,31519,12972
,,,,,,29598,4247,38414,72221,98486,79299
,,,,,,65040,87405,96340,13925,36206,44302
,,,,,,64106,32441,32652,23669,41568,33553
,,,,,,20119,73852,44362,92133,36651,73391
,,,,,,57776,3599,32741,71115,86440,53320
,,,,,,88775,87225,43111,54750,25347,57823
,,,,,,19051,67662,45119,24324,54295,82905
,,,,,,81082,30127,79501,76801,64363,98207
,,,,,,8836,92928,57799,51455,41329,12734
,,,,,,76492,70234,47849,48825,16909,81289
,,,,,,39925,46659,21794,18532,32110,99572
,,,,,,56029,63818,80501,31390,27934,93411
,,,,,,81388,65069,38515,14740,55368,6563
,,,,,,93656,8193,20216,36090,49969,82700
,,,,,,20682,54027,95715,7283,26411,50110
,,,,,,66225,19719,25412,60170,34990,9740
,,,,,,45326,85847,64760,6266,85845,90659
,,,,,,77148,94304,88336,29541,76492,51961
,,,,,,43979,67624,74510,30244,80275,99962
,,,,,,98635,72967,43896,52321,49297,47213
,,,,,,4668,93210,29872,86789,24029,32311
,,,,,,43745,448,84142,80908,53207,94875
,,,,,,13953,75663,69001,10270,94668,13667
,,,,,,45175,97175,14829,31488,8894,60521
,,,,,,91308,94576,87873,4107,33075,54720
,,,,,,92811,1571,10671,68782,12751,71782
,,,,,,34391,28677,98416,13798,54748,94762
,,,,,,38371,84098,47156,36445,82970,64261
,,,,,,89223,91547,14619,49697,79854,69313
,,,,,,38581,66044,86364,75097,47973,22350
,,,,,,80210,50596,22768,57961,85498,55602
,,,,,,29776,50181,37034,2506,19472,68213
,,,,,,8023,12926,28991,84368,59873,76593
,,,,,,66473,86298,70726,34725,91380,80823
,,,,,,53782,16664,37336,48290,84498,45045
,,,,,,3335,55991,27725,47621,91891,44867
,,,,,,78564,92492,47374,80612,83030,41214
,,,,,,85774,80570,97135,75864,19930,74216
,,,,,,97174,46420,98332,93373,31859,45283
,,,,,,99510,6757,3982,62437,3402,10176
,,,,,,44345,96839,59048,769,38638,2581
,,,,,,10154,78307,54470,66196,9817,80647
,,,,,,65432,71422,99273,40712,75127,54591
,,,,,,98583,11609,30989,33348,16245,67589
,,,,,,52772,74989,27216,3164,2462,20595
,,,,,,22459,94023,93327,679,81738,96430
,,,,,,19770,86438,81516,23465,84108,57578
,,,,,,40814,15178,98491,93331,94997,44108
,,,,,,36044,58331,91939,33848,28450,46580
,,,,,,78778,7692,90216,28219,55735,64423
,,,,,,19346,14627,42540,44690,88201,33056
,,,,,,27859,75385,94567,33273,78881,60769
,,,,,,69058,69610,53705,21043,75795,49158
,,,,,,20521,43783,28916,32695,13949,66882
,,,,,,73564,6458,50708,89602,11698,25869
,,,,,,94153,21853,66345,52422,25327,57405
,,,,,,94979,14224,34623,82337,19694,86320
,,,,,,46411,56239,73926,75227,15844,26644
,,,,,,69326,8979,59116,36079,19600,74874
,,,,,,53165,57857,25359,68301,37114,37405
,,,,,,74591,62459,13015,91214,44759,39004
,,,,,,12482,33974,25078,58386,99137,49094
,,,,,,43511,97855,37939,18871,11796,23706
,,,,,,74082,77629,32844,73719,45838,27941
,,,,,,98788,94636,64617,55901,64806,84624
,,,,,,39838,83082,92611,81813,119,85864
,,,,,,7599,74868,45232,47931,48065,40970
,,,,,,67828,44587,32834,1700,84332,51919
,,,,,,16303,78941,99064,92011,20270,70976
,,,,,,55437,88473,97238,3422,96607,12702
,,,,,,20767,12883,12396,91610,75227,32787
